Descrição,Quilocalorias,Carbohidratos,Proteínas,Data.Fat.Total Lipid,Peso (g)
SWEETENERS.TABLETOP.ASPRT.EQ.PACKETS,365,89.08,2.17,0,3.54
SWEETENERS.TABLETOP.FRUCTOSE.DRY.PDR,368,100,0,0,196
SWEETENERS.TABLETOP.SACCHARIN,360,89.11,0.94,0,0.98
SWEETENERS.TABLETOP.SUCRALOSE.SPLENDA PACKETS,331,89.97,0,0,0.98
SWEETPOTATO.CND.VACUUM PK,91,21.12,1.65,0.2,255
SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,307,1.6,12.69,27.37,76.55
SWORDFISH.COOKED.DRY HEAT,155,0,25.39,5.14,106
SWORDFISH.RAW,121,0,19.8,04.01,136
SYRUPS.CHOC.FUDGE-TYPE,350,62.9,4.6,8.9,304
SYRUPS.CHOC.HERSHEY'S GENUINE CHOC FLAV LITE SYRUP,143,34.56,1.4,0.97,35
SYRUPS.CORN.DK,286,77.59,0,0,328
SYRUPS.CORN.HIGH-FRUCTOSE,281,76,0,0,310
SYRUPS.CORN.LT,283,76.79,0,0.2,340.55
SYRUPS.DIETETIC,40,49.2,0.8,0,240
SYRUPS.GRENADINE,268,66.91,0,0,20
SYRUPS.MALT,318,71.3,6.2,0,384
SYRUPS.MAPLE,261,67.09,0,0.2,322.45
SYRUPS.SORGHUM,290,74.9,0,0,330
SYRUPS.TABLE BLENDS.CANE&15% MAPLE,278,69.52,0,0.1,315
SYRUPS.TABLE BLENDS.CORN.REFINER.&SUGAR,319,83.9,0,0,316
SYRUPS.TABLE BLENDS.PANCAKE,234,61.47,0,0,314
SYRUPS.TABLE BLENDS.PANCAKE.RED-CAL,165,44.55,0,0,240
SYRUPS.TABLE BLENDS.PANCAKE.W/2% MAPLE,265,69.6,0,0.1,315
SYRUPS.TABLE BLENDS.PANCAKE.W/2% MAPLE.W/ K,265,69.6,0,0.1,315
SYRUPS.TABLE BLENDS.PANCAKE.W/BUTTER,296,74.1,0,1.6,315
TACO BELL.BEAN BURRITO,204,27.77,7.9,6.85,198
TACO BELL.BURRITO SUPREME W/ BF,189,21.07,08.05,08.05,248
TACO BELL.BURRITO SUPREME W/ CHICK,179,20.51,9.84,6.42,248
TACO BELL.BURRITO SUPREME W/ STEAK,183,20.32,9.13,7.27,248
TACO BELL.NACHOS,366,36.38,5.15,22.17,99
TACO BELL.NACHOS SUPREME,246,23.09,7.59,13.65,195
TACO BELL.ORIGINAL TACO W/ BF,236,17.95,10.79,13.48,78
TACO BELL.SOFT TACO W/ BF,219,19.74,11.8,10.35,99
TACO BELL.SOFT TACO W/ CHICK,202,19.58,14.33,7.32,99
TACO BELL.SOFT TACO W/ STEAK,225,17.22,11.81,12.1,127
TACO BELL.TACO SALAD,170,15.1,6.69,9.17,533
TACO SHELLS. BAKED,467,62.72,07.08,20.83,28.35
TACO SHELLS.BKD.WO/ SALT,468,62.4,7.2,22.6,28.35
TAMARIND NECTAR.CND,57,14.73,0.09,0.12,251
TAMARINDS.RAW,239,62.5,2.8,0.6,120
TANGERINE JUC.CND.SWTND,50,12,0.5,0.2,249
TANGERINE JUC.FRZ CONC.SWTND.DIL W/3 VOLUME H2O,46,11.06,0.43,0.11,241
TANGERINE JUC.FRZ CONC.SWTND.UNDIL,161,38.85,1.5,0.39,214
TANGERINE JUICE.RAW,43,10.1,0.5,0.2,247
TANGERINES.(MANDARIN ORANGES).CND.JUC PK,37,9.57,0.62,0.03,249
TANGERINES.(MANDARIN ORANGES).CND.JUC PK.DRND,38,9.41,0.75,0.04,189
TANGERINES.(MANDARIN ORANGES).CND.LT SYRUP PK,61,16.19,0.45,0.1,252
TANGERINES.(MANDARIN ORANGES).RAW,53,13.34,0.81,0.31,195
TAPIOCA.PEARL.DRY,358,88.69,0.19,0.02,152
TARO CHIPS,498,68.1,2.3,24.9,28.35
TARO LEAVES.CKD.STMD.WO/SALT,24,04.02,2.72,0.41,145
TARO LEAVES.RAW,42,6.7,4.98,0.74,28
TARO SHOOTS.CKD.WO/SALT,14,3.2,0.73,0.08,140
TARO SHOOTS.RAW,11,2.32,0.92,0.09,43
TARO.COOKED.WITH SALT,142,34.6,0.52,0.11,132
TARO.COOKED.WITHOUT SALT,142,34.6,0.52,0.11,132
TARO.LEAVES.CKD.STMD.W/SALT,24,3.89,2.72,0.41,145
TARO.RAW,112,26.46,1.5,0.2,104
TARO.SHOOTS.CKD.W/SALT,14,3.19,0.73,0.08,140
TARO.TAHITIAN.CKD.W/SALT,44,6.85,4.16,0.68,137
TARO.TAHITIAN.CKD.WO/SALT,44,6.85,4.16,0.68,137
TARO.TAHITIAN.RAW,44,6.91,2.79,0.97,125
TEA.BREWED.PREP W/DISTILLED H2O,1,0.3,0,0,29.6
TEA.BREWED.PREP W/TAP H2O,1,0.3,0,0,237
TEA.BREWED.PREP W/TAP H2O.DECAFFEINATED,1,0.3,0,0,29.6
TEA.HERB.CHAMOMILE.BREWED,1,0.2,0,0,29.6
TEA.HERB.OTHER THAN CHAMOMILE.BREWED,1,0.2,0,0,29.6
TEA.INST.SWTND W/NA SACCHARIN.LEMON-FLAV.PDR.DECAFFEINATED,338,85.4,3.3,0.6,1.6
TEA.INST.SWTND W/NA SACCHARIN.LEMON-FLAVORED.PDR,338,85.4,3.3,0.6,1.6
TEA.INST.SWTND W/NA SACCHARIN.LEMON-FLAVORED.PREP,2,0.44,0.02,0,238.22
TEA.INST.SWTND W/SUGAR.LEMN-FLAV.WO/ VIT C.PDR.DECAFFEINATED,385,98.55,0.12,0.73,182
TEA.INST.SWTND W/SUGAR.LEMON-FLAVORED.W/ VIT C.PDR,385,97.6,0.6,0.3,182
TEA.INST.SWTND W/SUGAR.LEMON-FLAVORED.WO/ VIT C.PDR,401,98.55,0.12,0.73,182
TEA.INST.SWTND W/SUGAR.LEMON-FLAVORED.WO/ VIT C.PDR.PREP,35,8.61,0.01,0.06,259
TEA.INST.UNSWTND.LEMON-FLAVORED.PDR,345,78.52,7.4,0.18,1.4
TEA.INST.UNSWTND.PDR,315,58.66,20.21,0,0.7
TEA.INST.UNSWTND.PDR.DECAFFEINATED,315,58.66,20.21,0,0.7
TEA.INST.UNSWTND.PDR.PREP,1,0.17,0.06,0,237.7
TEA.RTD.ARIZONA ICED TEA.W/ LEMON FLAVOR,39,9.77,0,0,30.63
TEA.RTD.LIPTON BRISK ICED TEA.W/ LEMON FLAVOR,35,8.81,0,0,30.58
TEA.RTD.NESTLE.COOL NESTEA ICE TEA LEMON FLAVOR,36,09.09,0,0,30.63
TEFF.CKD,101,19.86,3.87,0.65,252.03
TEFF.UNCKD,367,73.13,13.3,2.38,193.08
TEMPEH,193,9.39,18.54,10.8,166
THE BUDGET GOURMET.SPINACH AU GRATIN.FRZ,143,7.4,4.3,10.7,155
THURINGER.CERVELAT.SMMR SAUSAGE.BF.PORK,362,3.33,17.45,30.43,56
THYME.FRSH,101,24.45,5.56,1.68,0.8
TILEFISH.COOKED.DRY HEAT,147,0,24.49,4.69,150
TILEFISH.RAW,96,0,17.5,2.31,193
TKY.STUFFING.MSHD POTATOE W/GRAVY.ASSORTED VEG.FRZ.MICROWAVE,128,16.32,6.97,3.89,385.02
TOASTER PASTRIES.BROWN-SUGAR-CINNAMON,412,68.1,5.1,14.2,28.35
TOASTER PASTRIES.FRT.FRSTD (INC APPLS.BLUEBERR.CHERRY.STRAW),391,70.81,4.23,10.08,55.31
TOASTER PASTRIES.FRUIT,391,69.23,4.67,10.56,28.35
TOASTER PASTRIES.FRUIT.TSTD (APPL.BLUEBERY.CHERRY.STRAWBERY),409,72.7,4.7,11.03,51.29
TOASTER PASTRIES.KELLOGG.KELLOG POP TARTS.FRSTD CHOC VAN CRM,391,70.84,5,10.2,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.APPL CINN,395,72.02,4.4,10.2,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.BLUEBERRY,408,68.38,4.6,13.3,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.BRWN SUGAR CINN,438,64.4,5.4,18.4,50
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD BLUEBERRY,391,71.77,4.6,10,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD CHERRY,393,71.96,4.2,10.2,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD CHOC FUDG,387,71.8,5.1,9.3,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD GRAPE,391,72.25,4.4,9.8,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD RASPBERRY,395,71.54,4.2,10.6,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.FRSTD WLD BERRY,388,72.9,4.3,9.2,54
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.S'MORES,392,69.6,6.2,10.5,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TARTS.STRAWBERRY,394,71,4.7,10.5,52
TOASTER PASTRIES.KELLOGG.KELLOGG'S POP TRTS.FRSTD BR SGR CIN,422,68.32,5,14.8,50
TOASTER PASTRIES.KELLOGG.KELLOGG'S POPTARTS.CHERRY,393,71.19,4.6,10.4,52
TOASTER PASTRIES.KELLOGG.KELLOG'S POP TARTS.FRSTD STRAWBERRY,390,72.4,4.4,9.6,52
TOFU YOGURT,94,15.96,3.5,1.8,262
TOFU.DRIED-FROZEN (KOYADOFU),480,14.56,47.94,30.34,17
TOFU.DRIED-FROZEN (KOYADOFU).PREP W/CA SULFATE,472,12.79,47.94,30.34,17
TOFU.EX FIRM.PREP W/NIGARI,91,2,9.89,5.83,91
TOFU.FIRM.PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI),70,1.69,8.19,4.17,126
TOFU.FRIED,271,10.49,17.19,20.18,28.35
TOFU.FRIED.PREP W/CA SULFATE,271,10.5,17.19,20.18,13
TOFU.HARD.PREP W/NIGARI,146,4.39,12.68,9.99,122
TOFU.OKARA,77,12.54,3.22,1.73,122
TOFU.RAW.FIRM.PREP W/CA SULFATE,145,4.27,15.78,8.72,126
TOFU.RAW.REG.PREP W/CA SULFATE,76,1.88,08.08,4.78,124
TOFU.SALTED&FERMENTED (FUYU),116,5.15,8.15,8,11
TOFU.SALTED&FERMENTED (FUYU).PREP W/CA SULFATE,116,5.15,8.15,8,11
TOFU.SOFT.PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI),61,1.8,6.55,3.69,248
TOMATILLOS.RAW,32,5.84,0.96,01.02,34
TOMATO JUC.CND.W/SALT,17,4.24,0.76,0.05,243
TOMATO JUC.CND.WO/SALT,17,4.24,0.76,0.05,243
TOMATO PRODUCTS.CND.PASTE.W/SALT,82,18.91,4.32,0.47,131
TOMATO PRODUCTS.CND.PASTE.WO/ SALT ADDED,82,18.91,4.32,0.47,262
TOMATO PRODUCTS.CND.PUREE.W/SALT,38,8.98,1.65,0.21,250
TOMATO PRODUCTS.CND.PUREE.WO/SALT,38,8.98,1.65,0.21,250
TOMATO PRODUCTS.CND.SAU,24,5.38,1.32,0.18,245
TOMATO PRODUCTS.CND.SAU.SPANISH STYLE,33,7.24,1.44,0.27,244
TOMATO PRODUCTS.CND.SAU.W/HERBS&CHS,59,10.24,2.13,1.93,122
TOMATO PRODUCTS.CND.SAU.W/MUSHROOMS,35,8.43,1.45,0.13,245
TOMATO PRODUCTS.CND.SAU.W/ONIONS,42,9.94,1.56,0.19,245
TOMATO PRODUCTS.CND.SAU.W/ONIONS.GRN PEPPERS.&CELERY,41,8.77,0.94,0.74,250
TOMATO PRODUCTS.CND.SAU.W/TOMATO TIDBITS,32,07.09,1.32,0.39,244
TOMATO SAU.NO SALT,42,8.71,1.3,0.2,244
TOMATO&VEG JUC.LO NA,22,4.59,0.6,0.1,242
TOMATOES.GREEN.RAW,23,5.1,1.2,0.2,180
TOMATOES.ORANGE.RAW,16,3.18,1.16,0.19,158
TOMATOES.RED.RIPE.CKD,18,04.01,0.95,0.11,240
TOMATOES.RED.RIPE.CKD.STWD,79,13.05,1.96,2.68,101
TOMATOES.RED.RIPE.CKD.W/ SALT,18,04.01,0.95,0.11,240
TOMATOES.RED.RIPE.CND.PACKED IN TOMATO JUC,17,4,0.78,0.13,240
TOMATOES.RED.RIPE.CND.PACKED IN TOMATO JUC.NO SALT ADDED,17,4,0.78,0.13,240
TOMATOES.RED.RIPE.CND.STWD,26,6.19,0.91,0.19,255
TOMATOES.RED.RIPE.CND.W/GRN CHILIES,15,3.62,0.69,0.08,241
TOMATOES.RED.RIPE.RAW.YEAR RND AVERAGE,18,3.92,0.88,0.2,149
TOMATOES.SUN-DRIED,258,55.76,14.11,2.97,54
TOMATOES.SUN-DRIED.PACKED IN OIL.DRND,213,23.33,05.06,14.08,110
TOMATOES.YELLOW.RAW,15,2.98,0.98,0.26,139
TOPPINGS.BUTTERSCOTCH OR CARAMEL,252,65.9,1.5,0.1,41
TOPPINGS.MARSHMLLW CRM,322,79,0.8,0.3,28.35
TOPPINGS.NUTS IN SYRUP,448,58.08,4.5,22,328
TOPPINGS.PINEAPPLE,253,66.4,0.1,0.1,340
TOPPINGS.STRAWBERRY,254,66.3,0.2,0.1,340
TORTELLINI.PASTA W/CHS FILLING,307,47,13.5,7.23,81
TORTILLA CHIPS.LOFAT.BKD WO/FAT,415,80,11,5.7,28.35
TORTILLA CHIPS.LOFAT.UNSALTED,416,80.1,11,5.7,28.35
TORTILLA CHIPS.PLAIN,489,65.56,7.79,23.36,28.35
TORTILLA CHIPS.TACO-FLAVOR,480,63.1,7.9,24.2,28.35
TORTILLAS.RTB OR -FRY.CORN,218,44.64,5.7,2.85,18.55
TORTILLAS.RTB OR -FRY.CORN.WO/ SALT,222,46.6,5.7,2.5,28.35
TORTILLAS.RTB OR -FRY.FLR,312,51.35,8.29,7.75,28.35
TORTILLAS.RTB OR -FRY.FLR.WO/ CA,325,55.6,8.7,7.1,28.35
TOSTADA WITH GUACAMOLE,138,12.27,4.78,8.91,261
TRAIL MIX.REG.UNSALTED,462,44.9,13.8,29.4,150
TRAIL MIX.REG.W/CHOC CHIPS.SALTED NUTS&SEEDS,484,44.9,14.2,31.9,146
TRAIL MIX.REG.W/CHOC CHIPS.UNSALTED NUTS&SEEDS,484,44.9,14.2,31.9,146
TRAIL MIX.REGULAR,462,44.9,13.8,29.4,150
TRAIL MIX.TROPICAL,407,65.6,6.3,17.1,140
TREE FERN.CKD.W/SALT,40,10.78,0.29,0.07,31
TREE FERN.CKD.WO/SALT,40,10.98,0.29,0.07,71
TRITICALE,336,72.13,13.05,02.09,192
TRITICALE FLR.WHOLE-GRAIN,338,73.14,13.18,1.81,130
TROUT.MIXED SPECIES.RAW,148,0,20.77,6.61,79
TROUT.MXD SP.CKD.DRY HEAT,190,0,26.63,8.47,62
TROUT.RAINBOW.FARMED.CKD.DRY HEAT,169,0,24.27,7.2,71
TROUT.RAINBOW.FARMED.RAW,138,0,20.87,5.4,79
TROUT.RAINBOW.WILD.CKD.DRY HEAT,150,0,22.92,5.82,143
TROUT.RAINBOW.WILD.RAW,119,0,20.48,3.46,159
TUNA SALAD,187,9.41,16.04,9.26,205
TUNA.FRESH.BLUEFIN.RAW,144,0,23.33,4.9,85
TUNA.FRESH.SKIPJACK.RAW,103,0,22,01.01,198
TUNA.FRESH.YELLOWFIN.RAW,108,0,23.38,0.95,28.35
TUNA.FRSH.BLUEFIN.CKD.DRY HEAT,184,0,29.91,6.28,85
TUNA.LT.CND IN H2O.DRND SOL,116,0,25.51,0.82,154
TUNA.LT.CND IN H2O.WO/SALT.DRND SOL,116,0,25.51,0.82,165
TUNA.LT.CND IN OIL.DRND SOL,198,0,29.13,8.21,146
TUNA.LT.CND IN OIL.WO/SALT.DRND SOL,198,0,29.13,8.21,171
TUNA.SKIPJACK.FRSH.CKD.DRY HEAT,132,0,28.21,1.29,154
TUNA.WHITE.CND IN H2O.DRND SOL,128,0,23.62,2.97,172
TUNA.WHITE.CND IN H2O.WO/SALT.DRND SOL,128,0,23.62,2.97,172
TUNA.WHITE.CND IN OIL.DRND SOL,186,0,26.53,08.08,178
TUNA.WHITE.CND IN OIL.WO/SALT.DRND SOL,186,0,26.53,08.08,178
TUNA.YELLOWFIN.FRSH.CKD.DRY HEAT,139,0,29.97,1.22,85
TURBOT.EUROPEAN.CKD.DRY HEAT,122,0,20.58,3.78,159
TURBOT.EUROPEAN.RAW,95,0,16.05,2.95,204
TURKEY  WHITE  ROTISSERIE  DELI CUT,112,7.7,13.5,3,48
TURKEY AND GRAVY.FROZEN,67,4.61,5.88,2.63,240
TURKEY BACON.COOKED,382,3.1,29.6,27.9,82
TURKEY BREAST MEAT,104,4.21,17.07,1.66,33.33
TURKEY BREAST.PRE-BASTED.MEAT&SKN.CKD.RSTD,126,0,22.16,3.46,864
TURKEY HAM.CURED TURKEY THIGH MEAT,126,02.04,17.5,4.84,28
TURKEY HAM.SLICED.EX LN.PREPACKAGED OR DELI-SLICED,124,2.93,19.6,3.8,138
TURKEY PATTIES.BREADED.BATTERED.FRIED,283,15.7,14,18,28
TURKEY POT PIE.FRZ ENTREE,176,17.7,6.5,8.8,397
TURKEY ROLL.LIGHT MEAT,98,05.03,14.79,1.66,25.69
TURKEY ROLL.LT&DK MEAT,149,2.13,18.14,6.99,28.35
TURKEY RST.BNLESS.FRZ.SEASONED.LT&DK MEAT.RAW,120,6.4,17.6,2.2,1134
TURKEY RST.BNLESS.FRZ.SEASONED.LT&DK MEAT.RSTD,155,03.07,21.32,5.78,135
TURKEY SAUSAGE.RED FAT.BROWN&SERVE.CKD,200,10.77,17,10.3,128
TURKEY STKS.BREADED.BATTERED.FRIED,279,17,14.2,16.9,64
TURKEY THIGH.PRE-BASTED.MEAT&SKN.CKD.RSTD,157,0,18.8,8.54,314
TURKEY&PORK SAUSAGE.FRSH.BULK.PATTY OR LINK.CKD,307,0.7,22.7,23,130
TURKEY.ALL CLASSES.BACK.MEAT&SKN.CKD.RSTD,243,0,26.59,14.38,140
TURKEY.ALL CLASSES.BACK.MEAT&SKN.RAW,196,0,18.11,13.11,361
TURKEY.ALL CLASSES.BREAST.MEAT&SKN.CKD.RSTD,189,0,28.71,7.41,112
TURKEY.ALL CLASSES.BREAST.MEAT&SKN.RAW,157,0,21.89,07.02,146
TURKEY.ALL CLASSES.DK MEAT.CKD.RSTD,187,0,28.57,7.22,140
TURKEY.ALL CLASSES.DK MEAT.MEAT&SKN.CKD.RSTD,221,0,27.49,11.54,140
TURKEY.ALL CLASSES.DK MEAT.MEAT&SKN.RAW,160,0,18.92,8.8,152
TURKEY.ALL CLASSES.DK MEAT.RAW,125,0,20.07,4.38,132
TURKEY.ALL CLASSES.GIBLETS.CKD.SIMMRD.SOME GIBLET FAT,199,0.8,20.89,11.86,145
TURKEY.ALL CLASSES.GIBLETS.RAW,129,02.09,19.36,4.2,16
TURKEY.ALL CLASSES.LEG.MEAT&SKN.CKD.RSTD,208,0,27.87,9.82,71
TURKEY.ALL CLASSES.LEG.MEAT&SKN.RAW,144,0,19.54,6.72,105
TURKEY.ALL CLASSES.LT MEAT.CKD.RSTD,157,0,29.9,3.22,140
TURKEY.ALL CLASSES.LT MEAT.MEAT&SKN.CKD.RSTD,197,0,28.57,8.33,140
TURKEY.ALL CLASSES.LT MEAT.MEAT&SKN.RAW,159,0,21.64,7.36,180
TURKEY.ALL CLASSES.LT MEAT.RAW,115,0,23.56,1.56,150
TURKEY.ALL CLASSES.MEAT ONLY.CKD.RSTD,170,0,29.32,4.97,140
TURKEY.ALL CLASSES.MEAT ONLY.RAW,119,0,21.77,2.86,281
TURKEY.ALL CLASSES.MEAT&SKN&GIBLETS&NECK.CKD.RSTD,205,0.07,27.98,9.45,260
TURKEY.ALL CLASSES.MEAT&SKN&GIBLETS&NECK.RAW,157,0.08,20.37,7.77,5554
TURKEY.ALL CLASSES.MEAT&SKN.CKD.RSTD,208,0,28.1,9.73,140
TURKEY.ALL CLASSES.MEAT&SKN.RAW,160,0,20.42,08.02,332
TURKEY.ALL CLASSES.NECK.MEAT ONLY.CKD.SIMMRD,180,0,26.84,7.26,10
TURKEY.ALL CLASSES.NECK.MEAT ONLY.RAW,135,0,20.14,5.42,12
TURKEY.ALL CLASSES.SKN ONLY.CKD.RSTD,442,0,19.7,39.66,32
TURKEY.ALL CLASSES.SKN ONLY.RAW,387,0,12.71,36.91,51
TURKEY.ALL CLASSES.WING.MEAT&SKN.CKD.RSTD,229,0,27.38,12.43,24
TURKEY.ALL CLASSES.WING.MEAT&SKN.RAW,197,0,20.22,12.32,33
TURKEY.BREAST.SMOKED.LEMON PEPPER FLAVOR.97% FAT-FREE,95,1.31,20.9,0.69,28
TURKEY.CND.MEAT ONLY.W/BROTH,163,0,23.68,6.86,135
TURKEY.DICED.LT&DK MEAT.SEASONED,138,1,18.7,6,28.35
TURKEY.FRYER-ROASTERS.BACK.MEAT ONLY.CKD.RSTD,170,0,28.02,5.64,27
TURKEY.FRYER-ROASTERS.BACK.MEAT ONLY.RAW,120,0,20.66,3.51,43
TURKEY.FRYER-ROASTERS.BACK.MEAT&SKN.CKD.RSTD,204,0,26.15,10.24,130
TURKEY.FRYER-ROASTERS.BACK.MEAT&SKN.RAW,151,0,19.89,7.27,183
TURKEY.FRYER-ROASTERS.BREAST.MEAT ONLY.CKD.RSTD,135,0,30.06,0.74,87
TURKEY.FRYER-ROASTERS.BREAST.MEAT ONLY.RAW,111,0,24.6,0.65,111
TURKEY.FRYER-ROASTERS.BREAST.MEAT&SKN.CKD.RSTD,153,0,29.07,3.2,98
TURKEY.FRYER-ROASTERS.BREAST.MEAT&SKN.RAW,125,0,23.76,2.65,123
TURKEY.FRYER-ROASTERS.DK MEAT.MEAT ONLY.CKD.RSTD,162,0,28.84,4.31,140
TURKEY.FRYER-ROASTERS.DK MEAT.MEAT ONLY.RAW,111,0,20.46,2.67,136
TURKEY.FRYER-ROASTERS.DK MEAT.MEAT&SKN.CKD.RSTD,182,0,27.69,07.06,106
TURKEY.FRYER-ROASTERS.DK MEAT.MEAT&SKN.RAW,129,0,20.06,4.79,151
TURKEY.FRYER-ROASTERS.LEG.MEAT ONLY.CKD.RSTD,159,0,29.19,3.77,64
TURKEY.FRYER-ROASTERS.LEG.MEAT ONLY.RAW,108,0,20.35,2.37,93
TURKEY.FRYER-ROASTERS.LEG.MEAT&SKN.CKD.RSTD,170,0,28.49,5.41,70
TURKEY.FRYER-ROASTERS.LEG.MEAT&SKN.RAW,118,0,20.13,3.57,99
TURKEY.FRYER-ROASTERS.LT MEAT.MEAT ONLY.CKD.RSTD,140,0,30.19,1.18,140
TURKEY.FRYER-ROASTERS.LT MEAT.MEAT ONLY.RAW,108,0,24.18,0.49,136
TURKEY.FRYER-ROASTERS.LT MEAT.MEAT&SKN.CKD.RSTD,164,0,28.77,4.58,123
TURKEY.FRYER-ROASTERS.LT MEAT.MEAT&SKN.RAW,133,0,23.09,3.81,159
TURKEY.FRYER-ROASTERS.MEAT ONLY.CKD.RSTD,150,0,29.56,2.63,140
TURKEY.FRYER-ROASTERS.MEAT ONLY.RAW,110,0,22.32,1.58,272
TURKEY.FRYER-ROASTERS.MEAT&SKN&GIBLETS&NECK.CKD.RSTD,171,0.04,28.08,5.64,251
TURKEY.FRYER-ROASTERS.MEAT&SKN&GIBLETS&NECK.RAW,133,0.05,22.15,4.25,2410
TURKEY.FRYER-ROASTERS.MEAT&SKN.CKD.RSTD,172,0,28.26,5.72,229
TURKEY.FRYER-ROASTERS.MEAT&SKN.RAW,134,0,22.37,4.25,310
TURKEY.FRYER-ROASTERS.SKN ONLY.CKD.RSTD,299,0,20.94,23.28,34
TURKEY.FRYER-ROASTERS.SKN ONLY.RAW,283,0,16.6,23.54,38
TURKEY.FRYER-ROASTERS.WING.MEAT ONLY.CKD.RSTD,163,0,30.85,3.44,17
TURKEY.FRYER-ROASTERS.WING.MEAT ONLY.RAW,106,0,22.49,1.12,26
TURKEY.FRYER-ROASTERS.WING.MEAT&SKN.CKD.RSTD,207,0,27.65,9.87,25
TURKEY.FRYER-ROASTERS.WING.MEAT&SKN.RAW,159,0,20.85,7.72,36
TURKEY.GIZZARD.ALL CLASSES.CKD.SIMMRD,129,0.38,21.72,3.87,83.69
TURKEY.GIZZARD.ALL CLASSES.RAW,118,0,19.14,4.58,98.67
TURKEY.HEART.ALL CLASSES.CKD.SIMMRD,136,0.68,21.47,4.64,20.71
TURKEY.HEART.ALL CLASSES.RAW,113,0.41,17.13,4.79,27.15
TURKEY.LIVER.ALL CLASSES.CKD.SIMMRD,273,1.21,20.02,20.54,83.12
TURKEY.LIVER.ALL CLASSES.RAW,228,2.26,17.84,16.36,100.47
TURKEY.MECHANICALLY DEBONED.FROM TURKEY FRAMES.RAW,201,0,13.29,15.96,227
TURKEY.PORK.&BF SAUSAGE.LOFAT.SMOKED,101,11.5,8,2.5,453.6
TURKEY.PORK.&BF SAUSAGE.RED FAT.SMOKED,240,2.6,18.6,16.8,147
TURKEY.YOUNG HEN.BACK.MEAT&SKN.CKD.RSTD,254,0,26.41,15.64,217
TURKEY.YOUNG HEN.BACK.MEAT&SKN.RAW,218,0,17.51,15.93,298
TURKEY.YOUNG HEN.BREAST.MEAT&SKN.CKD.RSTD,194,0,28.8,7.86,109
TURKEY.YOUNG HEN.BREAST.MEAT&SKN.RAW,167,0,21.62,8.3,139
TURKEY.YOUNG HEN.DK MEAT.MEAT ONLY.CKD.RSTD,192,0,28.42,7.79,140
TURKEY.YOUNG HEN.DK MEAT.MEAT ONLY.RAW,130,0,20.07,4.88,130
TURKEY.YOUNG HEN.DK MEAT.MEAT&SKN.CKD.RSTD,232,0,27.37,12.78,106
TURKEY.YOUNG HEN.DK MEAT.MEAT&SKN.RAW,172,0,18.65,10.25,152
TURKEY.YOUNG HEN.LEG.MEAT&SKN.CKD.RSTD,213,0,27.73,10.5,71
TURKEY.YOUNG HEN.LEG.MEAT&SKN.RAW,151,0,19.46,7.5,105
TURKEY.YOUNG HEN.LT MEAT.MEAT ONLY.CKD.RSTD,161,0,29.89,3.74,140
TURKEY.YOUNG HEN.LT MEAT.MEAT ONLY.RAW,116,0,23.64,1.66,147
TURKEY.YOUNG HEN.LT MEAT.MEAT&SKN.CKD.RSTD,207,0,28.64,9.4,137
TURKEY.YOUNG HEN.LT MEAT.MEAT&SKN.RAW,165,0,21.51,8.1,175
TURKEY.YOUNG HEN.MEAT ONLY.CKD.RSTD,175,0,29.25,5.51,140
TURKEY.YOUNG HEN.MEAT ONLY.RAW,122,0,21.76,3.18,276
TURKEY.YOUNG HEN.MEAT&SKN&GIBLETS&NECK.CKD.RSTD,215,0.07,28,10.55,263
TURKEY.YOUNG HEN.MEAT&SKN&GIBLETS&NECK.RAW,166,0.11,20.15,8.78,4457
TURKEY.YOUNG HEN.MEAT&SKN.CKD.RSTD,218,0,28.09,10.88,243
TURKEY.YOUNG HEN.MEAT&SKN.RAW,168,0,20.18,09.09,327
TURKEY.YOUNG HEN.SKN ONLY.CKD.RSTD,482,0,19.03,44.45,31
TURKEY.YOUNG HEN.SKN ONLY.RAW,417,0,11.79,40.62,51
TURKEY.YOUNG HEN.WING.MEAT&SKN.CKD.RSTD,238,0,27.3,13.46,28
TURKEY.YOUNG HEN.WING.MEAT&SKN.RAW,210,0,19.93,13.87,36
TURKEY.YOUNG TOM.BACK.MEAT&SKN.CKD.RSTD,238,0,26.8,13.65,380
TURKEY.YOUNG TOM.BACK.MEAT&SKN.RAW,179,0,18.47,11.14,524
TURKEY.YOUNG TOM.BREAST.MEAT&SKN.CKD.RSTD,189,0,28.61,7.39,115
